x_coord,y_coord,Bent,Exotic,FR I,FR II,Point Source,S/Z shaped,Should be discarded,X-Shaped,typical
4.453,-29.705,0,0,0,0,1,0,0,0,0
4.456,-65.982,0,0,0,1,0,0,0,0,0
4.458,-29.908,0,0,0,0,0,0,0,0,0
4.472,-24.994,0,0,0,0,0,0,0,0,0
4.472,-66.56,0,0,0,0,0,0,0,0,0
4.482,-29.979,0,0,1,0,0,0,0,0,0
4.483,-84.27,0,0,0,1,0,0,0,0,0
4.488,-19.175,0,0,0,0,1,0,0,0,0
4.49,-66.086,0,0,0,0,0,0,0,0,0
4.496,-30.218,0,0,0,1,0,0,0,0,0
4.499,-29.925,0,0,0,0,0,0,0,0,0
4.505,-66.399,0,0,0,1,0,0,0,0,0
4.508,-66.634,0,0,0,1,0,0,0,0,0
4.523,-30.429,0,0,0,1,0,0,0,0,0
4.537,-25.035,0,0,0,0,0,0,0,0,0
4.539,-30.521,0,0,0,0,0,0,0,0,0
4.551,-24.906,0,0,0,1,0,0,0,0,0
4.565,-30.475,0,0,0,0,0,0,0,0,0
4.574,-66.408,0,0,0,1,0,0,0,0,0
4.626,-25.412,0,0,0,0,0,0,0,0,0
4.626,-66.78,0,0,1,0,0,0,0,0,0
4.634,-30.179,0,0,0,0,0,0,0,0,0
4.641,-25.987,0,0,0,0,0,0,0,0,0
4.658,-24.801,0,0,0,0,0,0,0,0,0
4.682,-30.771,0,0,0,0,0,0,0,0,0
4.685,-25.514,0,0,0,0,0,0,0,0,0
4.701,-66.309,0,0,0,0,0,0,0,0,0
4.709,-26.632,0,0,0,0,0,0,0,0,0
4.718,-65.54,0,0,0,0,0,0,0,0,0
4.722,-25.271,0,0,0,0,0,0,0,0,0
4.729,-24.853,0,0,0,0,0,0,0,0,0
4.73,-25.632,0,0,0,0,0,0,0,0,0
4.732,-86.057,0,0,0,0,0,0,0,0,0
4.755,-26.06,0,0,0,1,0,0,0,0,0
4.756,-25.577,0,0,0,0,0,0,0,0,0
4.767,-25.39,0,0,0,0,0,0,0,0,0
4.778,-25.323,0,0,0,1,0,0,0,0,0
4.79,-66.67,0,0,0,0,0,0,0,0,0
4.812,-66.461,0,0,0,0,0,0,0,0,0
4.821,-24.665,0,0,0,0,1,0,0,0,0
4.827,-65.762,0,0,0,0,1,0,0,0,0
4.831,-30.152,0,0,1,0,0,0,0,0,0
4.835,-66.059,0,0,0,1,0,0,0,0,0
4.839,-25.593,0,0,0,0,1,0,0,0,0
4.875,-26.061,0,0,0,0,0,0,0,0,0
4.876,-86.063,0,0,0,0,0,0,0,0,0
4.879,-66.14,0,0,0,0,0,0,0,0,0
4.89,-65.81,0,0,0,0,0,0,0,0,0
4.892,-25.288,0,0,0,1,0,0,0,0,0
4.893,-25.681,0,0,0,0,0,0,0,0,0
4.907,-25.639,0,0,0,0,0,0,0,0,0
4.907,-65.776,0,0,0,1,0,0,0,0,0
4.913,-25.643,0,0,0,1,0,0,0,0,0
4.927,-26.536,0,0,1,0,0,0,0,0,0
4.936,-24.874,0,0,0,1,0,0,0,0,0
4.936,-66.049,0,0,0,0,0,0,0,0,0
4.956,-25.336,0,0,0,1,0,0,0,0,0
4.971,-65.942,0,0,0,1,0,0,0,0,0
4.988,-25.619,0,0,0,0,0,0,0,0,0
4.989,-25.724,0,0,0,0,0,0,0,0,0
4.989,-26.049,0,0,1,0,0,0,0,0,0
4.991,-66.383,0,0,0,0,0,0,0,0,0
4.999,-25.887,0,0,0,0,0,0,0,0,1
40.008,-52.576,0,0,0,1,0,0,0,0,0
40.062,-53.473,0,0,0,1,0,0,0,0,0
40.165,-53.539,0,0,0,0,0,0,0,0,0
40.211,-53.503,0,0,0,0,0,0,0,0,0
40.282,-52.563,0,0,0,1,0,0,0,0,0
40.305,-52.33,0,0,0,0,0,0,0,0,0
40.327,-52.642,0,0,0,1,0,0,0,0,0
40.389,-52.422,0,0,0,0,0,0,0,0,0
40.389,-52.958,0,0,1,0,0,0,0,0,0
40.413,-53.017,0,0,0,0,0,0,0,0,0
40.419,-52.357,0,0,0,0,0,0,0,0,0
40.469,-52.8,0,0,0,0,0,0,0,0,0
40.5,-52.641,0,0,1,0,0,0,0,0,0
40.515,-53.269,0,0,0,0,0,0,0,0,0
40.516,-52.305,0,0,0,0,0,0,0,0,0
40.535,-53.146,0,0,0,1,0,0,0,0,0
40.56,-52.688,0,0,0,1,0,0,0,0,0
40.602,-52.718,0,0,0,0,0,0,0,0,0
40.613,-52.807,0,0,0,1,0,0,0,0,0
40.637,-53.007,0,0,0,0,0,0,0,0,0
40.639,-53.116,0,0,0,0,0,0,0,0,0
40.642,-53.477,0,0,0,0,1,0,0,0,0
40.664,-53.029,0,0,0,0,0,0,0,0,0
40.701,-52.701,0,0,0,1,0,0,0,0,0
40.758,-52.083,0,0,1,0,0,0,0,0,0
40.781,-52.88,0,0,0,1,0,0,0,0,0
40.785,-52.936,0,0,0,1,0,0,0,0,0
40.794,-53.041,0,0,0,1,0,0,0,0,0
40.837,-53.189,0,0,0,1,0,0,0,0,0
40.846,-53.347,0,0,0,1,0,0,0,0,0
40.863,-53.786,0,0,0,0,1,0,0,0,0
40.864,-52.959,0,0,0,0,0,0,0,0,0
40.888,-52.695,0,0,0,1,0,0,0,0,0
40.89,-53.292,0,0,0,1,0,0,0,0,0
40.918,-53.091,0,0,0,0,0,0,0,0,0
40.922,-53.491,0,0,0,1,0,0,0,0,0
40.928,-53.464,0,0,0,0,0,0,0,0,0
40.957,-52.833,0,0,0,0,0,0,0,0,0
40.966,-52.918,0,0,0,1,0,0,0,0,0
40.984,-52.976,0,0,0,0,0,0,0,0,0
40.986,-53.834,0,0,0,0,0,0,0,0,0
40.993,-52.464,0,0,0,0,0,0,0,0,0
41.011,-52.121,0,0,0,1,0,0,0,0,0
41.034,-52.595,0,0,0,0,0,0,0,0,0
41.042,-52.423,0,0,0,0,0,0,0,0,0
41.064,-53.247,0,0,0,1,0,0,0,0,0
41.077,-53.139,0,0,0,1,0,0,0,0,0
41.09,-52.779,0,0,0,0,0,0,0,0,0
41.093,-52.376,0,0,0,1,0,0,0,0,0
41.105,-52.813,0,0,0,0,0,0,0,0,0
41.112,-51.988,0,0,0,0,0,0,0,0,0
41.124,-53.12,0,0,0,0,0,0,0,0,0
41.132,-53.221,0,0,0,1,0,0,0,0,0
41.176,-53.399,0,0,0,1,0,0,0,0,0
41.178,-53.973,0,0,1,0,0,0,0,0,0
41.192,-52.876,0,0,0,1,0,0,0,0,0
41.196,-52.769,0,0,0,1,0,0,0,0,0
41.209,-53.324,0,0,0,0,0,0,0,0,0
41.219,-53.241,0,0,0,0,0,0,0,0,0
41.232,-53.048,0,0,0,1,0,0,0,0,0
41.237,-52.747,0,0,0,0,0,0,0,0,0
41.246,-52.697,0,0,0,0,0,0,0,0,0
41.25,-52.273,0,0,0,0,0,0,0,0,0
41.261,-52.674,0,0,0,1,0,0,0,0,0
41.268,-52.565,0,0,0,1,0,0,0,0,0
41.273,-52.713,0,0,0,0,0,0,0,0,0
41.276,-52.376,0,0,0,1,0,0,0,0,0
41.28,-53.156,0,0,0,1,0,0,0,0,0
41.325,-53.025,0,0,0,1,0,0,0,0,0
41.326,-53.255,0,1,0,0,0,1,0,0,0
41.329,-53.051,0,0,0,1,0,0,0,0,0
41.332,-53.188,0,0,0,0,0,0,0,0,0
41.334,-52.965,0,0,0,0,0,0,0,0,0
41.343,-52.49,0,0,0,1,0,0,0,0,0
41.35,-53.296,0,0,0,1,0,0,0,0,0
41.356,-53.027,0,0,0,0,0,0,0,0,0
41.362,-52.894,0,0,0,0,0,0,0,0,0
41.368,-53.049,0,0,0,0,0,0,0,0,0
41.376,-53.925,0,0,0,0,0,0,0,0,0
41.385,-53.352,0,0,0,1,0,0,0,0,0
41.392,-52.741,0,0,0,1,0,0,0,0,0
41.399,-53.275,0,0,0,0,0,0,0,0,0
41.4,-52.898,0,0,0,0,0,0,0,0,0
41.403,-53.046,0,0,0,0,0,0,0,0,0
41.406,-52.902,0,0,0,0,0,0,0,0,0
41.407,-52.499,0,0,0,0,0,0,0,0,0
41.408,-52.83,0,0,0,0,0,0,0,0,0
41.411,-53.622,0,0,0,0,0,0,0,0,0
41.432,-52.858,1,0,0,0,0,0,0,0,0
41.434,-52.959,0,0,0,0,0,0,0,0,0
41.442,-52.868,0,0,0,0,0,0,0,0,0
41.447,-54.126,0,0,0,0,0,0,0,0,0
41.45,-52.909,0,0,0,1,0,0,0,0,0
41.459,-52.974,0,0,0,0,0,0,0,0,0
41.461,-53.126,0,0,0,1,0,0,0,0,0
41.475,-52.692,0,0,0,1,0,0,0,0,0
41.482,-52.783,0,0,0,1,0,0,0,0,0
41.495,-54.121,0,0,0,0,0,0,0,0,0
41.497,-53.298,0,0,0,1,0,0,0,0,0
41.497,-53.328,0,0,0,1,0,0,0,0,0
41.499,-53.369,0,0,0,0,1,0,0,0,0
41.505,-52.687,0,0,0,0,0,0,0,0,0
41.52,-53.029,0,0,0,1,0,0,0,0,0
41.529,-53.289,0,0,0,0,0,0,0,0,0
41.53,-53.025,0,0,0,1,0,0,0,0,0
41.543,-53.269,0,0,0,1,0,0,0,0,0
41.546,-52.828,0,0,0,1,0,0,0,0,0
41.551,-53.311,0,0,0,1,0,0,0,0,0
41.554,-53.267,0,0,0,1,0,0,0,0,0
41.555,-52.9,0,0,0,0,0,0,0,0,0
41.571,-53.918,0,0,0,0,0,0,0,0,0
41.585,-53.225,0,0,1,0,0,0,0,0,0
41.589,-53.35,0,0,0,0,0,0,0,0,0
41.611,-52.946,0,0,0,0,0,0,0,0,0
41.611,-52.964,0,0,0,0,0,0,0,0,0
41.612,-53.412,0,0,0,1,0,0,0,0,0
41.625,-53.384,0,0,0,0,0,0,0,0,0
41.626,-52.459,0,0,0,0,0,0,0,0,0
41.634,-52.955,0,0,0,1,0,0,0,0,0
41.636,-53.542,0,0,0,0,0,0,0,0,0
41.637,-52.488,0,0,0,0,0,0,0,0,0
41.643,-53.285,0,0,0,0,0,0,0,0,0
41.652,-53.003,0,0,0,1,0,0,0,0,0
41.665,-52.982,0,0,0,1,0,0,0,0,0
41.693,-53.21,0,0,0,1,0,0,0,0,0
41.695,-53.1,0,0,0,0,0,0,0,0,0
41.702,-53.297,0,0,0,0,0,0,0,0,1
41.715,-52.29,0,0,0,0,0,0,0,0,0
41.726,-53.094,0,0,0,0,0,0,0,0,0
41.746,-52.884,0,0,0,1,0,0,0,0,0
41.746,-53.343,0,0,0,0,0,0,0,0,0
41.75,-52.949,0,0,0,1,0,0,0,0,0
41.75,-53.374,0,0,0,0,0,0,0,0,0
41.761,-53.18,0,0,1,0,0,0,0,0,0
41.771,-53.122,0,0,0,1,0,0,0,0,0
41.774,-52.982,0,0,0,0,0,0,0,0,0
41.777,-53.063,0,0,0,1,0,0,0,0,0
41.785,-53.146,0,0,0,0,0,0,0,0,0
41.802,-52.178,0,0,1,0,0,0,0,0,0
41.802,-53.27,0,0,0,0,0,0,0,0,0
41.806,-53.352,0,0,1,0,0,0,0,0,0
41.819,-52.815,0,0,0,0,0,0,0,0,0
41.849,-52.294,0,0,0,0,0,0,0,0,0
41.856,-52.942,0,0,0,1,0,0,0,0,0
41.856,-53.365,0,0,1,0,0,0,0,0,0
41.862,-52.881,0,0,0,1,0,0,0,0,0
41.881,-53.593,0,0,0,0,0,0,0,0,0
41.883,-52.773,0,0,0,1,0,0,0,0,0
41.893,-53.179,0,0,0,1,0,0,0,0,0
41.903,-52.667,0,0,1,0,0,0,0,0,0
41.906,-54.01,0,0,0,0,0,0,0,0,0
41.924,-53.105,0,0,0,0,0,0,0,0,0
41.935,-53.594,0,0,0,0,0,0,0,0,0
41.936,-53.394,0,0,0,0,0,0,0,0,0
41.945,-52.121,0,0,0,0,0,0,0,0,0
41.951,-53.737,0,0,0,1,0,0,0,0,0
41.952,-52.133,0,0,0,0,0,0,0,0,0
41.953,-53.203,0,0,0,1,0,0,0,0,0
41.957,-52.328,0,0,0,1,0,0,0,0,0
42.018,-53.105,0,0,0,0,0,0,0,0,0
42.031,-53.895,0,0,0,0,0,0,0,0,0
42.032,-53.414,0,0,0,0,0,0,0,0,0
42.053,-53.428,0,0,1,0,0,0,0,0,0
42.063,-53.367,0,0,0,0,0,0,0,0,0
42.082,-53.435,0,0,0,0,0,0,0,0,0
42.163,-77.907,0,0,0,1,0,0,0,0,0
42.189,-53.961,0,0,0,0,0,0,0,0,0
42.206,-53.006,0,0,0,0,0,0,0,0,0
42.223,-52.977,0,0,1,0,0,0,0,0,0
42.237,-52.359,0,0,1,0,0,0,0,0,0
42.242,-52.969,0,0,0,1,0,0,0,0,0
42.243,-53.268,0,0,0,1,0,0,0,0,0
42.264,-52.095,0,0,0,0,0,0,0,0,0
42.282,-53.668,0,0,0,0,0,0,0,0,0
42.287,-53.802,0,0,0,0,0,0,0,0,0
42.298,-52.086,0,0,0,0,0,0,0,0,0
42.304,-52.631,0,0,0,0,0,0,0,0,0
42.306,-53.392,0,0,0,1,0,0,0,0,0
42.315,-52.843,0,0,0,1,0,0,0,0,0
42.326,-52.963,0,0,0,0,0,0,0,0,0
42.347,-52.802,0,0,0,1,0,0,0,0,0
42.383,-78.671,0,0,0,0,1,0,0,0,0
42.398,-53.491,0,0,1,0,0,0,0,0,0
42.407,-52.986,0,0,0,0,0,0,0,0,0
42.44,-52.909,0,0,0,0,0,0,0,0,0
42.444,-53.25,0,0,0,0,0,0,0,0,0
42.458,-53.028,0,0,0,0,0,0,0,0,0
42.475,-53.097,0,0,0,0,0,0,0,0,0
42.48,-53.53,0,0,0,0,0,0,0,0,0
42.51,-77.915,0,0,0,0,0,0,0,0,0
42.532,-53.489,0,0,0,0,0,0,0,0,0
42.572,-53.035,0,0,0,0,0,0,0,0,0
42.613,-53.229,0,0,1,0,0,0,0,0,0
42.623,-52.979,0,0,0,1,0,0,0,0,0
42.644,-52.864,0,0,0,0,0,0,0,0,0
42.689,-52.499,0,0,0,1,0,0,0,0,0
42.71,-77.766,0,0,0,0,1,0,0,0,0
42.759,-53.795,0,0,0,1,0,0,0,0,0
42.849,-52.407,0,0,0,1,0,0,0,0,0
42.868,-52.652,0,0,0,0,0,0,0,0,0
42.906,-52.458,0,0,0,0,0,0,0,0,0
42.941,-78.233,0,0,0,0,1,0,0,0,0
42.955,-77.667,0,0,0,0,0,0,0,0,0
42.974,-52.981,0,0,1,0,0,0,0,0,0
43.056,-77.935,0,0,0,1,0,0,0,0,0
43.068,-52.614,0,0,0,1,0,0,0,0,0
43.074,-77.496,0,0,1,0,0,0,0,0,0
43.114,-52.689,0,0,0,0,0,0,0,0,0
43.116,-53.198,0,0,1,0,0,0,0,0,0
43.167,-53.278,0,0,0,0,0,0,0,0,0
43.316,-78.689,0,0,0,0,0,0,0,0,0
43.39,-77.411,0,0,0,1,0,0,0,0,0
43.436,-22.277,0,0,0,0,0,0,0,0,0
43.447,-23.135,0,0,0,0,1,0,0,0,0
43.486,-78.39,0,0,1,0,0,0,0,0,0
43.517,-21.786,0,0,0,1,0,0,0,0,0
43.609,-22.564,0,0,0,0,1,0,0,0,0
43.613,-78.299,0,0,0,0,0,0,0,0,0
43.633,-22.534,0,0,0,0,1,0,0,0,0
43.637,-22.838,0,1,0,0,0,0,0,0,0
43.647,-21.737,0,0,1,0,0,0,0,0,0
43.649,-21.819,0,0,0,1,0,0,0,0,0
43.663,-21.792,0,1,0,0,0,0,0,0,0
43.68,-78.308,0,0,0,0,1,0,0,0,0
43.683,-22.455,0,0,0,1,0,0,0,0,0
43.724,-22.297,0,0,0,0,0,0,0,0,0
43.733,-22.256,0,0,0,0,0,0,0,0,0
43.747,-21.977,0,0,0,1,0,0,0,0,0
43.776,-21.749,0,0,0,0,1,0,0,0,0
43.781,-22.768,0,0,0,0,0,0,0,0,0
43.801,-21.808,0,0,0,0,0,0,0,0,0
43.805,-22.884,0,0,1,0,0,0,0,0,0
43.807,-22.709,0,0,0,1,0,0,0,0,0
43.809,-21.83,0,0,0,0,0,0,0,0,0
43.815,-22.663,0,0,0,1,0,0,0,0,0
43.835,-78.766,0,0,0,0,0,0,0,0,0
43.891,-21.849,0,0,0,0,1,0,0,0,0
43.954,-22.618,0,0,0,1,0,0,0,0,0
43.957,-22.818,0,0,0,0,1,0,0,0,0
43.962,-21.804,0,0,0,0,0,0,0,0,0
43.965,-22.466,0,0,0,0,0,0,0,0,0
43.972,-22.282,0,0,0,0,0,0,0,0,0
43.977,-21.917,0,0,0,0,0,0,0,0,0
43.995,-22.665,0,0,0,0,0,0,0,0,0
44.004,-78.028,0,0,0,0,0,0,0,0,0
44.006,-22.418,0,0,0,0,0,0,0,0,0
44.014,-77.436,0,0,0,1,0,0,0,0,0
44.03,-21.608,0,0,0,1,0,0,0,0,0
44.032,-22.192,0,0,0,0,1,0,0,0,0
44.039,-21.624,0,0,0,0,0,0,0,0,0
44.041,-22.828,0,0,0,0,1,0,0,0,0
44.053,-21.624,0,0,0,0,0,0,0,0,0
44.055,-22.174,0,0,0,0,0,0,0,0,0
44.066,-77.437,0,0,1,0,0,0,0,0,0
44.071,-22.538,0,0,0,0,1,0,0,0,0
44.077,-78.011,0,0,0,1,0,0,0,0,0
44.087,-23.066,0,0,0,0,0,0,0,0,0
44.097,-21.594,0,0,0,0,0,0,0,0,0
44.113,-78.031,0,0,0,0,0,0,0,0,0
44.121,-21.681,0,0,0,1,0,0,0,0,0
44.14,-22.005,0,0,0,0,0,0,0,0,0
44.148,-78.575,0,0,0,0,0,0,0,0,0
44.18,-22.031,0,0,0,0,0,0,0,0,0
44.195,-77.623,0,0,0,1,0,0,0,0,0
44.218,-22.321,0,0,0,0,0,0,0,0,0
44.22,-21.586,0,0,1,0,0,0,0,0,0
44.222,-22.049,0,0,1,0,0,0,0,0,0
44.222,-78.014,0,0,0,0,0,0,0,0,0
44.228,-22.312,0,0,0,0,0,0,0,0,0
44.234,-22.392,0,0,0,1,0,0,0,0,0
44.248,-22.085,0,0,0,0,1,0,0,0,0
44.277,-22.013,0,0,0,0,0,0,0,0,0
44.286,-21.87,0,0,0,0,0,0,0,0,0
44.293,-21.759,0,0,0,0,0,0,0,0,0
44.321,-77.998,0,0,0,0,0,0,0,0,0
44.343,-77.426,0,0,0,1,0,0,0,0,0
44.344,-21.528,0,0,0,1,0,0,0,0,0
44.347,-22.014,0,0,0,1,0,0,0,0,0
44.347,-22.279,0,0,0,1,0,0,0,0,0
44.36,-21.829,0,0,0,0,0,0,0,0,0
44.375,-21.943,0,0,0,1,0,0,0,0,0
44.377,-22.328,0,0,0,1,0,0,0,0,0
44.387,-22.147,0,0,0,0,0,0,0,0,0
44.397,-21.923,0,0,1,0,0,0,0,0,0
44.403,-78.502,0,0,0,1,0,0,0,0,0
44.406,-22.17,0,0,0,0,0,0,0,0,0
44.407,-21.816,0,0,0,0,0,0,0,0,0
44.409,-22.201,0,0,0,1,0,0,0,0,0
44.422,-22.165,0,0,0,0,0,0,0,0,0
44.438,-21.416,0,0,0,0,0,0,0,0,0
44.441,-22.146,0,1,0,0,0,0,0,0,0
44.447,-22.026,0,0,0,0,0,0,0,0,0
44.452,-22.921,0,0,0,1,0,0,0,0,0
44.462,-22.152,0,0,0,0,0,0,0,0,0
44.474,-77.541,0,0,0,1,0,0,0,0,0
44.482,-22.142,0,0,0,0,0,0,0,0,0
44.485,-21.997,0,0,0,1,0,0,0,0,0
44.486,-21.957,0,0,0,0,0,0,0,0,0
44.496,-78.645,0,0,0,0,0,0,0,0,0
44.505,-78.478,0,0,1,0,0,0,0,0,0
44.53,-22.686,0,0,0,1,0,0,0,0,0
44.54,-21.268,0,0,0,0,0,0,0,0,0
44.54,-78.095,0,0,0,1,0,0,0,0,0
44.541,-77.534,0,0,0,1,0,0,0,0,0
44.563,-21.411,0,0,0,1,0,0,0,0,0
44.565,-21.781,0,0,0,0,0,0,0,0,0
44.57,-22.558,0,0,0,0,0,0,0,0,0
44.582,-22.347,0,0,0,1,0,0,0,0,0
44.608,-22.149,0,0,0,1,0,0,0,0,0
44.61,-21.722,0,0,0,0,1,0,0,0,0
44.61,-77.455,0,0,0,1,0,0,0,0,0
44.618,-77.541,0,0,0,1,0,0,0,0,0
44.627,-22.304,0,0,0,0,0,0,0,0,0
44.634,-22.026,0,0,0,0,0,0,0,0,0
44.645,-21.952,0,0,1,0,0,0,0,0,0
44.647,-78.321,0,0,0,0,0,0,0,0,0
44.674,-77.794,0,0,0,0,0,0,0,0,0
44.704,-77.431,0,0,0,0,0,0,0,0,0
44.712,-78.189,0,0,1,0,0,0,0,0,0
44.718,-78.852,0,0,0,1,0,0,0,0,0
44.723,-22.81,0,0,0,1,0,0,0,0,0
44.738,-22.666,0,0,0,0,0,0,0,0,0
44.738,-78.014,0,0,0,1,0,0,0,0,0
44.749,-21.648,0,0,0,0,0,0,0,0,0
44.763,-23.04,0,0,0,0,1,0,0,0,0
44.764,-22.838,0,0,0,0,0,0,0,0,0
44.773,-77.418,0,0,0,0,0,0,0,0,0
44.773,-78.05,1,0,0,0,0,0,0,0,0
44.79,-22.299,0,0,1,0,0,0,0,0,0
44.807,-21.236,0,0,0,0,0,0,0,0,0
44.824,-77.443,0,0,0,0,0,0,0,0,0
44.825,-22.364,0,0,1,0,0,0,0,0,0
44.827,-78.476,0,0,1,0,0,0,0,0,0
44.83,-21.41,0,0,0,1,0,0,0,0,0
44.831,-21.73,0,0,0,0,0,0,0,0,0
44.841,-77.864,0,0,0,0,0,0,0,0,1
44.846,-77.939,0,0,0,0,0,0,0,0,0
44.878,-21.357,0,0,0,0,0,0,0,0,0
44.878,-22.421,0,0,1,0,0,0,0,0,0
44.888,-77.949,0,0,0,0,0,0,0,0,0
44.89,-22.172,0,0,0,0,1,0,0,0,0
44.895,-77.48,0,0,0,0,0,0,0,0,0
44.93,-22.195,0,0,0,0,0,0,0,0,0
44.934,-21.94,0,0,0,0,0,0,0,0,0
44.939,-77.954,0,0,0,0,0,0,0,0,0
44.944,-22.507,0,0,0,0,0,0,0,0,0
44.962,-22.641,0,0,0,0,0,0,0,0,0
44.982,-21.682,0,0,0,0,1,0,0,0,0
45.001,-77.902,0,0,0,1,0,0,0,0,0
45.025,-22.254,0,0,1,0,0,0,0,0,0
45.073,-22.497,0,0,0,1,0,0,0,0,0
45.084,-21.413,0,0,0,1,0,0,0,0,0
45.089,-77.812,0,0,0,0,0,0,0,0,0
45.102,-22.101,0,0,0,0,1,0,0,0,0
45.114,-22.295,0,0,0,0,0,0,0,0,0
45.138,-21.735,0,0,0,0,1,0,0,0,0
45.139,-22.849,0,0,0,0,1,0,0,0,0
45.157,-22.855,0,0,0,0,0,0,0,0,0
45.164,-22.641,0,0,0,0,0,0,0,0,0
45.172,-22.115,0,0,1,0,0,0,0,0,0
45.191,-78.183,0,0,0,0,0,0,0,0,0
45.192,-21.516,0,0,0,1,0,0,0,0,0
45.194,-78.642,0,0,0,0,0,0,0,0,0
45.209,-22.008,0,0,0,0,1,0,0,0,0
45.215,-22.187,0,0,0,0,0,0,0,0,0
45.215,-77.673,0,0,0,0,0,0,0,0,0
45.221,-22.233,0,0,0,0,0,0,0,0,0
45.256,-76.934,0,0,0,1,0,0,0,0,0
45.262,-22.523,0,0,1,0,0,0,0,0,0
45.267,-76.928,0,0,0,1,0,0,0,0,0
45.292,-22.72,0,0,0,0,0,0,0,0,0
45.293,-21.981,0,0,0,0,1,0,0,0,0
45.294,-77.652,0,0,0,0,0,0,0,0,0
45.311,-77.804,0,0,0,1,0,0,0,0,0
45.321,-21.893,0,0,0,1,0,0,0,0,0
45.325,-22.315,0,0,0,0,0,0,0,0,0
45.328,-77.958,0,0,0,1,0,0,0,0,0
45.336,-77.929,0,0,1,0,0,0,0,0,0
45.339,-22.211,0,1,0,0,0,0,0,0,0
45.346,-77.965,0,0,0,0,0,0,0,0,0
45.371,-21.912,0,0,0,0,1,0,0,0,0
45.376,-22.518,0,0,0,1,0,0,0,0,0
45.379,-77.888,0,0,0,1,0,0,0,0,0
45.393,-78.163,0,0,0,1,0,0,0,0,0
45.409,-22.467,0,0,0,0,0,0,0,0,0
45.415,-22.234,0,0,1,0,0,0,0,0,0
45.428,-22.223,0,0,0,0,0,0,0,0,0
45.447,-22.357,0,0,0,0,0,0,0,0,0
45.454,-21.531,0,0,0,0,0,0,0,0,0
45.549,-78.145,0,0,0,0,0,0,0,0,0
45.552,-77.413,0,0,0,1,0,0,0,0,0
45.553,-78.0,0,0,0,0,0,0,0,0,0
45.57,-78.445,0,0,0,0,0,0,0,0,0
45.601,-77.948,0,0,0,1,0,0,0,0,0
45.601,-78.319,0,0,0,0,0,0,0,0,0
45.628,-77.98,0,0,0,1,0,0,0,0,0
45.629,-77.486,0,0,0,1,0,0,0,0,0
45.637,-78.015,0,0,1,0,0,0,0,0,0
45.654,-77.997,0,0,0,1,0,0,0,0,0
45.659,-78.037,0,0,0,0,0,0,0,0,0
45.664,-77.773,0,0,0,1,0,0,0,0,0
45.701,-77.945,0,0,0,0,0,0,0,0,0
45.712,-77.252,0,0,0,0,0,0,0,0,0
45.714,-77.755,0,0,0,0,0,0,0,0,0
45.723,-77.421,0,0,0,0,0,0,0,0,0
45.726,-77.805,0,0,0,0,1,0,0,0,0
45.73,-78.414,0,0,0,0,0,0,0,0,0
45.744,-78.013,0,0,0,0,0,0,0,0,0
45.809,-77.901,0,0,0,0,0,0,0,0,0
45.814,-76.883,0,0,0,1,0,0,0,0,0
45.841,-77.928,0,0,1,0,0,0,0,0,0
45.846,-77.856,0,0,1,0,0,0,0,0,0
45.86,-77.045,0,0,1,0,0,0,0,0,0
45.889,-77.913,0,0,0,0,0,0,0,0,0
45.931,-77.883,0,0,0,0,0,0,0,0,0
45.967,-77.749,0,0,0,0,0,0,0,0,0
45.977,-77.808,0,0,0,0,0,0,0,0,0
45.979,-78.18,0,0,0,0,0,0,0,0,0
45.991,-77.896,0,0,0,0,0,0,0,0,0
45.994,-77.735,0,0,0,0,0,0,0,0,0
46.002,-77.861,0,0,0,0,0,0,0,0,0
46.035,-77.958,0,0,0,1,0,0,0,0,0
46.055,-77.926,0,0,0,1,0,0,0,0,0
46.079,-77.952,0,0,0,0,0,0,0,0,0
46.084,-78.222,0,0,0,0,0,0,0,0,0
46.106,-77.803,0,0,0,0,0,0,0,0,0
46.109,-77.876,0,0,0,1,0,0,0,0,0
46.123,-77.883,0,0,0,0,0,0,0,0,0
46.137,-77.381,0,0,1,0,0,0,0,0,0
46.155,-77.494,0,0,0,0,0,0,0,0,0
46.169,-78.137,0,0,0,1,0,0,0,0,0
46.176,-77.921,0,0,0,1,0,0,0,0,0
46.187,-77.787,0,0,0,1,0,0,0,0,0
46.297,-77.802,0,0,0,1,0,0,0,0,0
46.304,-77.653,0,0,0,0,0,0,0,0,0
46.327,-78.406,0,0,1,0,0,0,0,0,0
46.357,-78.387,0,0,0,1,0,0,0,0,0
46.363,-77.88,0,1,0,0,0,0,0,0,0
46.381,-77.895,0,0,0,0,1,0,0,0,0
46.411,-77.35,0,0,0,0,0,0,0,0,0
46.453,-77.603,0,0,0,0,0,0,0,0,0
46.488,-77.383,0,0,0,1,0,0,0,0,0
46.515,-77.791,0,0,0,1,0,0,0,0,0
46.526,-78.383,0,0,0,0,0,0,0,0,0
46.558,-78.046,0,0,0,0,0,0,0,0,0
46.583,-78.498,0,0,0,0,0,0,0,0,0
46.614,-77.873,0,0,0,1,0,0,0,0,0
46.631,-77.867,0,0,0,0,0,0,0,0,0
46.64,-77.88,0,0,0,0,0,0,0,0,0
46.681,-77.923,0,0,0,1,0,0,0,0,0
46.686,-78.166,0,0,0,0,0,0,0,0,1
46.748,-77.85,0,0,0,0,0,0,0,0,0
46.773,-77.988,0,0,0,0,0,0,0,0,0
